Elapsed time(s)	Potential(V)	Current(A)
3.743439e+01	1.391487e-01	-3.695488e-07
3.752300e+01	1.396828e-01	-3.695488e-07
3.761094e+01	1.398621e-01	-3.933907e-07
3.769864e+01	1.402588e-01	-4.768372e-07
3.778643e+01	1.405258e-01	-3.814697e-07
3.787511e+01	1.407890e-01	-5.602837e-07
3.796318e+01	1.413307e-01	-4.053116e-07
3.805112e+01	1.416435e-01	-3.576279e-07
3.813903e+01	1.422195e-01	-5.841255e-07
3.822703e+01	1.424332e-01	-4.172325e-07
3.831501e+01	1.428490e-01	-4.649162e-07
3.840292e+01	1.429634e-01	-3.576279e-07
3.849061e+01	1.432533e-01	-4.887581e-07
3.857920e+01	1.432762e-01	-3.814697e-07
3.866677e+01	1.435356e-01	-4.529953e-07
3.875483e+01	1.437416e-01	-4.529953e-07
3.884251e+01	1.439362e-01	-4.053116e-07
3.893108e+01	1.439896e-01	-4.053116e-07
3.901873e+01	1.441612e-01	-4.053116e-07
3.910650e+01	1.444359e-01	-4.410744e-07
3.919509e+01	1.444817e-01	-4.053116e-07
3.928279e+01	1.445236e-01	-3.337860e-07
3.937084e+01	1.442604e-01	-4.529953e-07
3.945885e+01	1.443558e-01	-4.649162e-07
3.954647e+01	1.442299e-01	-4.172325e-07
3.963505e+01	1.443138e-01	-3.337860e-07
3.972280e+01	1.441917e-01	-5.483627e-07
3.981089e+01	1.443214e-01	-4.291534e-07
3.989884e+01	1.443481e-01	-4.053116e-07
3.998651e+01	1.441727e-01	-4.053116e-07
4.007512e+01	1.441727e-01	-3.933907e-07
4.016279e+01	1.440926e-01	-5.125999e-07
4.025082e+01	1.442337e-01	-5.364418e-07
4.033851e+01	1.442337e-01	-3.933907e-07
4.042731e+01	1.442642e-01	-3.933907e-07
4.051488e+01	1.443596e-01	-4.172325e-07
4.060263e+01	1.443062e-01	-3.933907e-07
4.069128e+01	1.443367e-01	-4.291534e-07
4.077905e+01	1.443939e-01	-3.099442e-07
4.086670e+01	1.444092e-01	-3.576279e-07
4.095534e+01	1.443062e-01	-4.410744e-07
4.104306e+01	1.443634e-01	-4.410744e-07
4.113072e+01	1.443367e-01	-4.410744e-07
4.121927e+01	1.444206e-01	-4.649162e-07
4.130689e+01	1.462555e-01	-4.649162e-07
4.139483e+01	1.510658e-01	-3.814697e-07
4.148281e+01	1.452599e-01	-3.814697e-07
4.157078e+01	1.403542e-01	-5.006790e-07
4.165882e+01	1.389351e-01	-5.125999e-07
4.174709e+01	1.396027e-01	-4.291534e-07
4.183523e+01	1.405220e-01	-5.245209e-07
4.192235e+01	1.412468e-01	-3.933907e-07
4.201035e+01	1.406708e-01	-4.291534e-07
4.209898e+01	1.405907e-01	-4.649162e-07
4.218674e+01	1.418037e-01	-3.337860e-07
4.227464e+01	1.417999e-01	-4.291534e-07
4.236318e+01	1.424751e-01	-4.529953e-07
4.245089e+01	1.429291e-01	-4.887581e-07
4.253887e+01	1.433525e-01	-4.410744e-07
4.262659e+01	1.495094e-01	-4.768372e-07
4.271452e+01	1.487274e-01	-4.291534e-07
4.280268e+01	1.452179e-01	-3.814697e-07
4.289066e+01	1.430359e-01	-4.291534e-07
4.297875e+01	1.418190e-01	-3.099442e-07
4.306679e+01	1.417313e-01	-4.053116e-07
4.315451e+01	1.419487e-01	-3.576279e-07
4.324324e+01	1.416206e-01	-4.053116e-07
4.333102e+01	1.413498e-01	-5.364418e-07
4.341929e+01	1.411629e-01	-5.006790e-07
4.350707e+01	1.420059e-01	-4.410744e-07
4.359529e+01	1.435127e-01	-2.861023e-07
4.368330e+01	1.443825e-01	-3.576279e-07
4.377123e+01	1.443710e-01	-4.649162e-07
4.385908e+01	1.440392e-01	-3.814697e-07
4.394698e+01	1.436691e-01	-4.649162e-07
4.403485e+01	1.436958e-01	-5.125999e-07
4.412299e+01	1.436043e-01	-3.933907e-07
4.421113e+01	1.435776e-01	-5.006790e-07
4.429918e+01	1.434784e-01	-4.887581e-07
4.438644e+01	1.435242e-01	-4.529953e-07
4.447469e+01	1.434059e-01	-3.933907e-07
4.456280e+01	1.432648e-01	-5.125999e-07
4.465085e+01	1.434059e-01	-3.337860e-07
4.473884e+01	1.432266e-01	-4.291534e-07
4.482663e+01	1.433029e-01	-3.337860e-07
4.491477e+01	1.431732e-01	-4.768372e-07
4.500290e+01	1.430511e-01	-3.457069e-07
4.509074e+01	1.430511e-01	-4.887581e-07
4.517845e+01	1.431656e-01	-4.291534e-07
4.526726e+01	1.432152e-01	-4.291534e-07
4.535507e+01	1.434898e-01	-4.529953e-07
4.544295e+01	1.446495e-01	-5.006790e-07
4.553118e+01	1.448898e-01	-4.649162e-07
4.561933e+01	1.437454e-01	-4.410744e-07
4.570640e+01	1.422424e-01	-4.529953e-07
4.579460e+01	1.404190e-01	-3.933907e-07
4.588273e+01	1.389885e-01	-3.457069e-07
4.597093e+01	1.373901e-01	-3.695488e-07
4.605891e+01	1.361732e-01	-4.410744e-07
4.614685e+01	1.356430e-01	-4.053116e-07
4.623472e+01	1.396141e-01	-3.933907e-07
4.632282e+01	1.224556e-01	-4.410744e-07
4.641058e+01	1.249237e-01	-4.887581e-07
4.649849e+01	1.255226e-01	-5.125999e-07
4.658662e+01	1.396904e-01	-4.768372e-07
4.667476e+01	1.379890e-01	-6.318092e-07
4.676265e+01	1.229057e-01	-4.172325e-07
4.685083e+01	1.395836e-01	-4.291534e-07
4.693884e+01	1.472168e-01	-4.887581e-07
4.702674e+01	1.476860e-01	-5.125999e-07
4.711490e+01	1.924248e-01	-6.198883e-07
4.720318e+01	2.128067e-01	-4.410744e-07
4.729083e+01	2.098274e-01	-5.483627e-07
4.737905e+01	2.047234e-01	-4.172325e-07
4.746729e+01	1.833878e-01	-3.099442e-07
4.755533e+01	1.274834e-01	-3.814697e-07
4.764242e+01	1.168861e-01	-4.529953e-07
4.773092e+01	1.142921e-01	-4.172325e-07
4.781864e+01	1.327133e-01	-4.768372e-07
4.790698e+01	1.381912e-01	-4.649162e-07
4.799511e+01	1.338234e-01	-4.172325e-07
4.808318e+01	1.364517e-01	-4.291534e-07
4.817125e+01	1.372948e-01	-4.172325e-07
4.825834e+01	1.361351e-01	-3.814697e-07
4.834646e+01	1.357422e-01	-5.245209e-07
4.843451e+01	1.342201e-01	-4.410744e-07
4.852274e+01	1.343117e-01	-4.649162e-07
4.861043e+01	1.335449e-01	-4.172325e-07
4.869919e+01	1.335297e-01	-4.053116e-07
4.878723e+01	1.336517e-01	-3.695488e-07
4.887510e+01	1.345634e-01	-3.576279e-07
4.896328e+01	1.332664e-01	-4.887581e-07
4.905042e+01	1.314926e-01	-5.125999e-07
