Elapsed time(s)	Potential(V)	Current(A)
1.022497e+01	3.066826e-01	-9.536743e-10
1.031313e+01	3.066940e-01	-1.907349e-09
1.040120e+01	3.067017e-01	-1.311302e-09
1.048874e+01	3.066978e-01	-8.344650e-10
1.075310e+01	3.066750e-01	-1.192093e-10
1.084150e+01	3.065453e-01	-9.536743e-10
1.092960e+01	3.065186e-01	-5.960464e-10
1.101713e+01	3.064346e-01	-1.549721e-09
1.128120e+01	3.062782e-01	-1.311302e-09
1.136893e+01	3.061371e-01	-1.907349e-09
1.145723e+01	3.063011e-01	-5.960464e-10
1.154548e+01	3.063545e-01	-1.430511e-09
1.180910e+01	3.065071e-01	3.576279e-10
1.189688e+01	3.065910e-01	-2.384186e-10
1.198494e+01	3.065453e-01	-5.960464e-10
1.207357e+01	3.065872e-01	-1.311302e-09
1.233704e+01	3.064461e-01	-9.536743e-10
1.242553e+01	3.065071e-01	-1.430511e-09
1.251354e+01	3.065796e-01	-1.311302e-09
1.260083e+01	3.067207e-01	-1.668930e-09
1.286490e+01	3.066330e-01	-5.960464e-10
1.295305e+01	3.066788e-01	-5.960464e-10
1.304158e+01	3.066216e-01	-2.384186e-10
1.312940e+01	3.066139e-01	-1.907349e-09
1.339325e+01	3.065796e-01	1.192093e-10
1.348090e+01	3.064690e-01	-7.152557e-10
1.356940e+01	3.066559e-01	2.384186e-10
1.365756e+01	3.070030e-01	-1.192093e-09
1.392117e+01	3.071709e-01	-5.960464e-10
1.400957e+01	3.073425e-01	-2.384186e-10
1.409722e+01	3.073921e-01	-3.576279e-10
1.418475e+01	3.071327e-01	-1.072884e-09
1.444907e+01	3.067055e-01	-1.192093e-09
1.453742e+01	3.065414e-01	-5.960464e-10
1.462515e+01	3.066444e-01	-1.311302e-09
1.471323e+01	3.065300e-01	3.576279e-10
1.497731e+01	3.061218e-01	-1.192093e-09
1.506541e+01	3.059731e-01	-9.536743e-10
1.515359e+01	3.057365e-01	-1.192093e-10
1.524087e+01	3.055534e-01	-1.549721e-09
1.550521e+01	3.056602e-01	-1.430511e-09
1.559348e+01	3.056564e-01	-1.311302e-09
1.568116e+01	3.056145e-01	-1.192093e-09
1.576897e+01	3.056068e-01	-1.668930e-09
1.603303e+01	3.055649e-01	-1.668930e-09
1.612140e+01	3.056335e-01	-3.576279e-10
1.620880e+01	3.056641e-01	-8.344650e-10
1.629743e+01	3.056259e-01	-1.072884e-09
1.656109e+01	3.053627e-01	-1.549721e-09
1.664900e+01	3.051796e-01	-1.311302e-09
1.673678e+01	3.053322e-01	1.192093e-10
1.682482e+01	3.055458e-01	-9.536743e-10
1.708875e+01	3.053627e-01	-5.960464e-10
1.717675e+01	3.054733e-01	-1.311302e-09
1.726489e+01	3.054810e-01	-1.668930e-09
1.735296e+01	3.055191e-01	-1.192093e-09
1.761759e+01	3.057137e-01	0.000000e+00
1.770574e+01	3.056908e-01	-1.311302e-09
1.779285e+01	3.057327e-01	-1.430511e-09
1.788145e+01	3.057938e-01	-1.668930e-09
1.814483e+01	3.058739e-01	-4.768372e-10
1.823299e+01	3.060112e-01	-1.549721e-09
1.832152e+01	3.060913e-01	-7.152557e-10
1.840956e+01	3.061295e-01	-1.430511e-09
1.867342e+01	3.063087e-01	-9.536743e-10
1.876073e+01	3.064003e-01	-5.960464e-10
1.884958e+01	3.064117e-01	-1.192093e-09
1.893740e+01	3.063431e-01	-2.503395e-09
1.920155e+01	3.062057e-01	-1.907349e-09
1.928917e+01	3.061218e-01	-1.907349e-09
1.937754e+01	3.060303e-01	-1.907349e-09
1.946520e+01	3.060112e-01	-2.503395e-09
1.972913e+01	3.060570e-01	-1.072884e-09
1.981691e+01	3.060837e-01	-8.344650e-10
1.990539e+01	3.060570e-01	-1.311302e-09
1.999355e+01	3.060989e-01	-1.668930e-09
2.025721e+01	3.058319e-01	-1.430511e-09
2.034551e+01	3.058395e-01	-9.536743e-10
2.043275e+01	3.057785e-01	-2.026558e-09
2.052084e+01	3.056602e-01	-1.311302e-09
2.078501e+01	3.056259e-01	-1.788139e-09
2.087311e+01	3.056412e-01	-1.311302e-09
2.096142e+01	3.055611e-01	-1.311302e-09
2.104944e+01	3.055954e-01	-1.668930e-09
2.131315e+01	3.054924e-01	-1.907349e-09
2.140076e+01	3.054314e-01	-2.026558e-09
2.148913e+01	3.054314e-01	-2.384186e-09
2.157684e+01	3.054123e-01	-7.152557e-10
2.184114e+01	3.052177e-01	-4.768372e-10
2.192902e+01	3.051682e-01	-1.072884e-09
2.201690e+01	3.051910e-01	-8.344650e-10
2.210495e+01	3.052750e-01	-8.344650e-10
2.236883e+01	3.051720e-01	-8.344650e-10
2.245708e+01	3.051262e-01	-2.503395e-09
2.254518e+01	3.052673e-01	-1.430511e-09
2.263310e+01	3.051910e-01	-2.503395e-09
2.289758e+01	3.050232e-01	-1.907349e-09
2.298544e+01	3.048477e-01	-1.788139e-09
2.307295e+01	3.049126e-01	-1.072884e-09
2.316141e+01	3.049049e-01	-7.152557e-10
2.342522e+01	3.044930e-01	-1.072884e-09
2.351358e+01	3.043785e-01	-1.192093e-09
2.360151e+01	3.042908e-01	-2.980232e-09
2.368888e+01	3.042717e-01	-1.668930e-09
2.395298e+01	3.040009e-01	-2.384186e-09
2.404079e+01	3.041496e-01	-1.430511e-09
2.412887e+01	3.042755e-01	-1.907349e-09
2.421683e+01	3.044090e-01	-9.536743e-10
2.448104e+01	3.047485e-01	3.576279e-10
2.456953e+01	3.047485e-01	-2.384186e-09
2.465684e+01	3.047218e-01	-2.861023e-09
2.474472e+01	3.046227e-01	-1.072884e-09
2.500905e+01	3.047180e-01	-1.788139e-09
2.509700e+01	3.047333e-01	-1.311302e-09
2.518536e+01	3.046837e-01	-1.668930e-09
2.527352e+01	3.047028e-01	-2.384186e-09
2.553698e+01	3.045769e-01	-1.668930e-09
2.562500e+01	3.045120e-01	-2.026558e-09
2.571302e+01	3.045120e-01	-1.311302e-09
2.580106e+01	3.045654e-01	-1.192093e-09
2.606539e+01	3.048592e-01	-2.503395e-09
2.615335e+01	3.048363e-01	-2.145767e-09
2.624155e+01	3.049240e-01	-2.145767e-09
2.632956e+01	3.050728e-01	-5.960464e-10
2.659281e+01	3.051186e-01	-1.072884e-09
2.668089e+01	3.049393e-01	-7.152557e-10
2.676884e+01	3.049927e-01	-8.344650e-10
2.685706e+01	3.051071e-01	-1.668930e-09
2.712118e+01	3.051338e-01	-1.668930e-09
2.720897e+01	3.049889e-01	-2.264977e-09
2.729692e+01	3.048859e-01	-1.788139e-09
2.738495e+01	3.049469e-01	-1.549721e-09
2.764884e+01	3.052902e-01	-1.549721e-09
2.773691e+01	3.050957e-01	-2.264977e-09
2.782466e+01	3.048096e-01	-2.503395e-09
2.791262e+01	3.047714e-01	-2.264977e-09
2.817703e+01	3.044167e-01	-1.788139e-09
2.826552e+01	3.039856e-01	-1.072884e-09
2.835355e+01	3.036346e-01	0.000000e+00
2.844096e+01	3.038406e-01	-5.960464e-10
2.870510e+01	3.046417e-01	-5.960464e-10
2.879310e+01	3.045044e-01	-1.549721e-09
2.888113e+01	3.044434e-01	-2.145767e-09
2.896900e+01	3.044586e-01	-2.384186e-10
2.923302e+01	3.043404e-01	-1.907349e-09
2.932144e+01	3.042984e-01	-2.384186e-09
2.940895e+01	3.042870e-01	-1.192093e-09
2.949729e+01	3.041267e-01	-2.026558e-09
2.976083e+01	3.039551e-01	-1.668930e-09
2.984951e+01	3.037910e-01	-1.311302e-09
2.993664e+01	3.036690e-01	-4.768372e-10
3.002545e+01	3.036690e-01	-1.549721e-09
3.028923e+01	3.034744e-01	-1.668930e-09
3.037673e+01	3.034172e-01	-2.145767e-09
3.046533e+01	3.034439e-01	-1.668930e-09
3.055341e+01	3.035088e-01	-1.549721e-09
3.081683e+01	3.034325e-01	-1.668930e-09
3.090533e+01	3.036575e-01	-1.907349e-09
3.099266e+01	3.036156e-01	-2.622604e-09
3.108084e+01	3.033295e-01	-4.172325e-09
3.134523e+01	3.027229e-01	-2.026558e-09
3.143285e+01	3.028679e-01	-7.152557e-10
3.152123e+01	3.029633e-01	-2.503395e-09
3.160947e+01	3.030891e-01	-2.026558e-09
3.187294e+01	3.033104e-01	-3.099442e-09
3.196088e+01	3.033257e-01	-2.622604e-09
3.204952e+01	3.034248e-01	-2.622604e-09
3.213709e+01	3.034477e-01	-1.430511e-09
3.240069e+01	3.035812e-01	-2.384186e-09
3.248910e+01	3.037186e-01	-2.145767e-09
3.257758e+01	3.039551e-01	-1.192093e-09
3.266544e+01	3.041916e-01	-2.026558e-09
3.292882e+01	3.068008e-01	-2.384186e-09
3.301718e+01	3.069038e-01	-1.788139e-09
3.310514e+01	3.067017e-01	7.152557e-10
3.319299e+01	3.064804e-01	-1.430511e-09
3.345689e+01	3.062019e-01	-1.192093e-09
3.354544e+01	3.059616e-01	-1.788139e-09
3.363327e+01	3.058472e-01	-2.145767e-09
3.372062e+01	3.055725e-01	-2.622604e-09
3.398504e+01	3.054276e-01	-3.457069e-09
3.407290e+01	3.052902e-01	-1.668930e-09
3.416110e+01	3.051910e-01	-1.788139e-09
3.424956e+01	3.052025e-01	-3.218651e-09
3.451294e+01	3.045349e-01	-1.668930e-09
3.460082e+01	3.040695e-01	-1.311302e-09
3.468895e+01	3.038826e-01	-5.960464e-10
3.477736e+01	3.038139e-01	-1.192093e-09
3.504068e+01	3.041344e-01	-1.549721e-09
3.512924e+01	3.040886e-01	-1.549721e-09
3.521695e+01	3.040047e-01	-1.549721e-09
3.530533e+01	3.040695e-01	-1.668930e-09
3.556861e+01	3.040009e-01	-1.192093e-09
3.565730e+01	3.041229e-01	-2.145767e-09
3.574505e+01	3.041420e-01	-1.192093e-09
3.583305e+01	3.041801e-01	-1.311302e-09
