Elapsed time(s)	Potential(V)	Current(A)
1.069918e+01	-3.299713e-03	1.430511e-07
1.078719e+01	-3.341675e-03	1.668930e-07
1.087511e+01	-3.471375e-03	1.907349e-07
1.096269e+01	-3.631592e-03	9.536743e-08
1.105107e+01	-3.849030e-03	1.072884e-07
1.113947e+01	-4.325867e-03	9.536743e-08
1.122697e+01	-4.508972e-03	1.430511e-07
1.131543e+01	-4.981995e-03	1.072884e-07
1.140302e+01	-5.115509e-03	1.430511e-07
1.149139e+01	-4.962921e-03	1.192093e-07
1.157938e+01	-5.538940e-03	1.311302e-07
1.166671e+01	-5.226135e-03	1.788139e-07
1.175519e+01	-4.936218e-03	1.430511e-07
1.184261e+01	-5.142212e-03	1.788139e-07
1.193104e+01	-4.886627e-03	1.430511e-07
1.201942e+01	-4.981995e-03	9.536743e-08
1.210689e+01	-5.195618e-03	8.344650e-08
1.219519e+01	-5.237579e-03	1.192093e-07
1.228262e+01	-5.432129e-03	4.768372e-08
1.237103e+01	-6.240845e-03	1.072884e-07
1.245947e+01	-7.217407e-03	9.536743e-08
1.254691e+01	-7.625580e-03	9.536743e-08
1.263530e+01	-7.450104e-03	5.960464e-08
1.272260e+01	-6.809235e-03	1.907349e-07
1.281126e+01	-6.645203e-03	8.344650e-08
1.289894e+01	-7.389069e-03	1.430511e-07
1.298742e+01	-8.693695e-03	1.907349e-07
1.307517e+01	-1.099777e-02	7.152557e-08
1.316305e+01	-1.330948e-02	1.192093e-07
1.325058e+01	-1.209259e-02	3.576279e-08
1.333916e+01	-8.205414e-03	9.536743e-08
1.342664e+01	-6.340027e-03	1.072884e-07
1.351516e+01	-4.276276e-03	9.536743e-08
1.360268e+01	-2.902985e-03	8.344650e-08
1.369124e+01	-2.143860e-03	3.576279e-08
1.377938e+01	-1.888275e-03	8.344650e-08
1.386712e+01	-1.976013e-03	1.311302e-07
1.395454e+01	-2.166748e-03	1.072884e-07
1.404313e+01	-2.326965e-03	1.192093e-07
1.413126e+01	-2.391815e-03	9.536743e-08
1.421888e+01	-2.494812e-03	1.072884e-07
1.430686e+01	-2.616882e-03	1.430511e-07
1.439544e+01	-2.750397e-03	1.549721e-07
1.448308e+01	-2.876282e-03	1.311302e-07
1.457063e+01	-3.009796e-03	1.311302e-07
1.466140e+01	-3.135681e-03	1.192093e-07
1.474694e+01	-3.234863e-03	7.152557e-08
1.483480e+01	-3.208160e-03	1.072884e-07
1.492325e+01	-3.150940e-03	9.536743e-08
1.501120e+01	-3.112793e-03	8.344650e-08
1.509937e+01	-2.990723e-03	7.152557e-08
1.518680e+01	-2.998352e-03	3.576279e-08
1.527545e+01	-3.040314e-03	4.768372e-08
1.536332e+01	-3.128052e-03	7.152557e-08
1.545089e+01	-3.158569e-03	1.072884e-07
1.738763e+01	-3.219604e-03	1.311302e-07
1.747489e+01	-2.857208e-03	1.192093e-07
1.756272e+01	-2.906799e-03	5.960464e-08
1.765057e+01	-2.983093e-03	1.311302e-07
1.773883e+01	-2.964020e-03	8.344650e-08
1.782682e+01	-2.990723e-03	4.768372e-08
1.791466e+01	-2.998352e-03	1.311302e-07
1.800252e+01	-3.009796e-03	1.192093e-07
1.809132e+01	-3.055573e-03	1.192093e-07
1.817852e+01	-3.051758e-03	3.576279e-08
1.826728e+01	-3.082275e-03	5.960464e-08
1.835515e+01	-3.025055e-03	8.344650e-08
1.844315e+01	-3.055573e-03	9.536743e-08
1.949876e+01	-3.089905e-03	1.668930e-07
1.958684e+01	-3.074646e-03	1.072884e-07
1.967472e+01	-3.070831e-03	9.536743e-08
1.976267e+01	-3.055573e-03	8.344650e-08
1.985062e+01	-3.059387e-03	7.152557e-08
1.993874e+01	-3.047943e-03	4.768372e-08
2.002668e+01	-3.082275e-03	8.344650e-08
2.011473e+01	-3.078461e-03	1.430511e-07
2.020281e+01	-3.059387e-03	8.344650e-08
2.029075e+01	-3.059387e-03	9.536743e-08
2.037862e+01	-3.040314e-03	1.072884e-07
2.046666e+01	-3.051758e-03	8.344650e-08
2.055457e+01	-3.055573e-03	5.960464e-08
2.064347e+01	-2.986908e-03	1.192093e-07
2.073149e+01	-3.021240e-03	7.152557e-08
2.081869e+01	-2.971649e-03	4.768372e-08
2.090682e+01	-3.025055e-03	3.576279e-08
