Elapsed time(s)	Potential(V)	Current(A)
1.198738e+01	3.054237e-01	-2.026558e-09
1.207525e+01	3.053246e-01	0.000000e+00
1.233946e+01	3.052254e-01	-3.576279e-10
1.242734e+01	3.051796e-01	-5.960464e-10
1.251543e+01	3.050766e-01	-3.576279e-10
1.260364e+01	3.051758e-01	-2.026558e-09
1.286769e+01	3.053398e-01	-9.536743e-10
1.295550e+01	3.053169e-01	-1.549721e-09
1.304333e+01	3.053093e-01	-1.072884e-09
1.313154e+01	3.053246e-01	3.576279e-10
1.339533e+01	3.050499e-01	-9.536743e-10
1.348361e+01	3.051414e-01	-2.384186e-10
1.357160e+01	3.050232e-01	0.000000e+00
1.365993e+01	3.050194e-01	-9.536743e-10
1.392419e+01	3.049355e-01	-3.576279e-10
1.401194e+01	3.050995e-01	-9.536743e-10
1.410019e+01	3.052368e-01	-1.192093e-10
1.418820e+01	3.052368e-01	1.192093e-10
1.445163e+01	3.053856e-01	-9.536743e-10
1.454018e+01	3.055191e-01	-2.145767e-09
1.462787e+01	3.054085e-01	-8.344650e-10
1.471542e+01	3.056831e-01	-1.311302e-09
1.497977e+01	3.056564e-01	-1.072884e-09
1.506792e+01	3.054886e-01	-1.311302e-09
1.515583e+01	3.053703e-01	-7.152557e-10
1.524415e+01	3.053017e-01	-4.768372e-10
1.550767e+01	3.051109e-01	-1.072884e-09
1.559612e+01	3.053207e-01	-1.549721e-09
1.568405e+01	3.054161e-01	0.000000e+00
1.577118e+01	3.053017e-01	-2.026558e-09
1.603560e+01	3.053055e-01	-9.536743e-10
1.612396e+01	3.054237e-01	-1.192093e-09
1.621138e+01	3.055115e-01	-1.192093e-09
1.629947e+01	3.055267e-01	-2.384186e-10
1.656366e+01	3.055000e-01	-4.768372e-10
1.665156e+01	3.054771e-01	-5.960464e-10
1.674010e+01	3.054695e-01	-5.960464e-10
1.682814e+01	3.055267e-01	-2.026558e-09
1.709233e+01	3.057251e-01	1.192093e-10
1.717989e+01	3.054390e-01	-1.192093e-09
1.726757e+01	3.050613e-01	-8.344650e-10
1.735603e+01	3.052177e-01	-1.311302e-09
1.762005e+01	3.057556e-01	-4.768372e-10
1.770708e+01	3.058205e-01	-1.311302e-09
1.779542e+01	3.058319e-01	-5.960464e-10
1.788359e+01	3.059998e-01	-1.192093e-09
1.814785e+01	3.063393e-01	-1.430511e-09
1.823579e+01	3.062820e-01	0.000000e+00
1.832406e+01	3.056641e-01	-1.192093e-10
1.841140e+01	2.904854e-01	-4.768372e-10
1.867605e+01	1.954880e-01	-9.536743e-10
1.877207e+01	2.028427e-01	-1.192093e-10
1.885150e+01	2.152061e-01	-8.344650e-10
1.893995e+01	2.207870e-01	2.384186e-10
1.920404e+01	2.397232e-01	-3.576279e-10
1.929144e+01	2.488174e-01	-2.384186e-10
1.937974e+01	2.567635e-01	1.192093e-10
1.946813e+01	2.640877e-01	-1.549721e-09
1.973204e+01	2.825470e-01	-1.788139e-09
1.981981e+01	2.871132e-01	-1.549721e-09
1.990795e+01	2.908707e-01	-1.072884e-09
1.999596e+01	2.937965e-01	-9.536743e-10
2.025944e+01	3.021202e-01	-3.576279e-10
2.034769e+01	3.041191e-01	-1.192093e-10
2.043560e+01	3.008766e-01	-5.960464e-10
2.052394e+01	2.885056e-01	-1.668930e-09
2.078742e+01	2.531166e-01	-1.430511e-09
2.087566e+01	2.477608e-01	-1.072884e-09
2.096361e+01	2.527390e-01	-1.430511e-09
2.105120e+01	2.459450e-01	-1.430511e-09
2.131554e+01	9.460831e-02	-2.026558e-09
2.140391e+01	1.168404e-01	-2.384186e-10
2.149150e+01	1.417046e-01	-9.536743e-10
2.158019e+01	1.649513e-01	-1.072884e-09
2.184416e+01	2.226944e-01	-2.384186e-10
2.193125e+01	2.373734e-01	3.576279e-10
2.201935e+01	2.498055e-01	1.192093e-10
2.210804e+01	2.613983e-01	-8.344650e-10
2.237204e+01	2.896957e-01	-1.430511e-09
2.245944e+01	2.967224e-01	-1.549721e-09
2.254771e+01	3.029289e-01	-7.152557e-10
2.263619e+01	3.084908e-01	-8.344650e-10
2.289947e+01	3.209457e-01	-2.026558e-09
2.298834e+01	3.241692e-01	-1.549721e-09
2.307545e+01	3.273201e-01	-8.344650e-10
2.316393e+01	3.293686e-01	-1.788139e-09
2.342790e+01	3.349724e-01	-2.384186e-10
2.351581e+01	3.362961e-01	-1.311302e-09
2.360379e+01	3.374901e-01	-1.072884e-09
2.369142e+01	3.381882e-01	-9.536743e-10
2.395576e+01	3.404808e-01	-1.192093e-09
2.404417e+01	3.408699e-01	5.960464e-10
2.413118e+01	3.411369e-01	-3.576279e-10
2.421966e+01	3.414345e-01	-9.536743e-10
2.448354e+01	3.417397e-01	-5.960464e-10
2.457157e+01	3.416977e-01	-7.152557e-10
2.466006e+01	3.415222e-01	-9.536743e-10
2.474759e+01	3.413010e-01	-5.960464e-10
2.501139e+01	3.405380e-01	-8.344650e-10
2.509943e+01	3.402214e-01	-5.960464e-10
2.518729e+01	3.398781e-01	-1.311302e-09
2.527583e+01	3.395386e-01	3.576279e-10
2.553952e+01	3.382797e-01	-1.788139e-09
2.562755e+01	3.378639e-01	-7.152557e-10
2.571584e+01	3.375626e-01	0.000000e+00
2.580333e+01	3.373184e-01	-2.384186e-10
2.606741e+01	3.362236e-01	-1.192093e-09
2.615615e+01	3.358116e-01	-4.768372e-10
2.624398e+01	3.353577e-01	-7.152557e-10
2.633205e+01	3.348579e-01	-2.622604e-09
2.659550e+01	3.334846e-01	4.768372e-10
2.668419e+01	3.330383e-01	-1.549721e-09
2.677174e+01	3.326683e-01	-2.861023e-09
2.685931e+01	3.322487e-01	-5.960464e-10
2.712331e+01	3.308563e-01	-7.152557e-10
2.721159e+01	3.304176e-01	-2.384186e-09
2.729953e+01	3.301392e-01	-1.788139e-09
2.738769e+01	3.297539e-01	-3.576279e-10
2.765130e+01	3.286552e-01	-4.768372e-10
2.773961e+01	3.283806e-01	-9.536743e-10
2.782809e+01	3.281784e-01	-2.026558e-09
2.791537e+01	3.277779e-01	-1.549721e-09
2.817966e+01	3.266907e-01	0.000000e+00
2.826793e+01	3.265076e-01	-4.768372e-10
2.835579e+01	3.263283e-01	-1.907349e-09
2.844372e+01	3.261642e-01	-1.430511e-09
2.870806e+01	3.249550e-01	-1.430511e-09
2.879530e+01	3.245125e-01	-8.344650e-10
2.888330e+01	3.242226e-01	-9.536743e-10
2.897215e+01	3.239288e-01	-2.384186e-10
2.923618e+01	3.231163e-01	-2.026558e-09
2.932416e+01	3.229294e-01	-1.072884e-09
2.941176e+01	3.227501e-01	-5.960464e-10
2.949999e+01	3.225784e-01	-2.384186e-10
2.976372e+01	3.216896e-01	2.384186e-10
2.985133e+01	3.217621e-01	-4.768372e-10
2.993998e+01	3.215446e-01	-1.072884e-09
3.002819e+01	3.214531e-01	-1.192093e-10
3.029147e+01	3.211174e-01	-1.192093e-10
3.038018e+01	3.210144e-01	-5.960464e-10
3.046734e+01	3.209038e-01	-7.152557e-10
3.055605e+01	3.207092e-01	1.192093e-10
3.081948e+01	3.203964e-01	-7.152557e-10
3.090798e+01	3.201981e-01	-3.576279e-10
3.099626e+01	3.198204e-01	-8.344650e-10
3.108394e+01	3.199463e-01	-1.311302e-09
3.134816e+01	3.204346e-01	-3.576279e-10
3.143530e+01	3.204956e-01	-8.344650e-10
3.152378e+01	3.205185e-01	-1.192093e-09
3.161220e+01	3.202972e-01	-7.152557e-10
3.187602e+01	3.189850e-01	-1.192093e-10
3.196356e+01	3.186188e-01	-2.384186e-09
3.205152e+01	3.182640e-01	-1.192093e-10
3.213965e+01	3.180923e-01	-1.192093e-09
3.240398e+01	3.175545e-01	-8.344650e-10
3.249215e+01	3.170052e-01	-7.152557e-10
3.257956e+01	3.165512e-01	-1.192093e-10
3.266817e+01	3.159904e-01	-9.536743e-10
3.293209e+01	3.150291e-01	-1.311302e-09
3.301941e+01	3.147774e-01	-1.311302e-09
3.310734e+01	3.145065e-01	-8.344650e-10
3.319575e+01	3.142281e-01	-5.960464e-10
3.345935e+01	3.134804e-01	-2.384186e-10
3.354819e+01	3.132210e-01	-1.668930e-09
3.363574e+01	3.129463e-01	-1.311302e-09
3.372334e+01	3.126717e-01	-5.960464e-10
3.398802e+01	3.121414e-01	4.768372e-10
3.407556e+01	3.118629e-01	1.192093e-10
3.416335e+01	3.118553e-01	7.152557e-10
3.425170e+01	3.117256e-01	-1.072884e-09
3.451546e+01	3.109779e-01	-1.311302e-09
3.460415e+01	3.107262e-01	-7.152557e-10
3.469204e+01	3.105545e-01	3.576279e-10
3.478008e+01	3.104172e-01	-3.576279e-10
3.504402e+01	3.099213e-01	-3.576279e-10
3.513160e+01	3.097534e-01	2.384186e-10
3.521964e+01	3.096237e-01	-4.768372e-10
3.530759e+01	3.094635e-01	-5.960464e-10
3.557186e+01	3.090630e-01	-2.384186e-09
3.565994e+01	3.088531e-01	-4.768372e-10
3.574819e+01	3.086700e-01	-8.344650e-10
3.583548e+01	3.085213e-01	-1.311302e-09
3.610018e+01	3.077469e-01	-1.192093e-09
3.618794e+01	3.075562e-01	-1.907349e-09
3.627595e+01	3.073082e-01	-1.549721e-09
3.636420e+01	3.070679e-01	4.768372e-10
3.662770e+01	3.065491e-01	-1.072884e-09
3.671563e+01	3.062172e-01	-1.430511e-09
3.680384e+01	3.059998e-01	0.000000e+00
3.689158e+01	3.057785e-01	5.960464e-10
3.715542e+01	3.052635e-01	-7.152557e-10
3.724333e+01	3.050423e-01	-4.768372e-10
3.733181e+01	3.047142e-01	-1.430511e-09
3.741937e+01	3.042259e-01	-1.072884e-09
3.768366e+01	3.034706e-01	-4.768372e-10
3.777184e+01	3.033218e-01	-9.536743e-10
3.785981e+01	3.029671e-01	-4.768372e-10
3.794730e+01	3.028831e-01	-8.344650e-10
3.821154e+01	3.027496e-01	-1.072884e-09
3.830006e+01	3.027840e-01	-3.576279e-10
3.838756e+01	3.027229e-01	-7.152557e-10
3.847569e+01	3.027916e-01	-4.768372e-10
3.873972e+01	3.028069e-01	5.960464e-10
3.882781e+01	3.028297e-01	-5.960464e-10
3.891557e+01	3.027916e-01	-7.152557e-10
3.900403e+01	3.028450e-01	0.000000e+00
3.926751e+01	3.027267e-01	-1.192093e-10
3.935612e+01	3.028259e-01	-1.192093e-09
3.944390e+01	3.027649e-01	5.960464e-10
3.953176e+01	3.026505e-01	-2.384186e-10
3.979570e+01	3.026505e-01	0.000000e+00
3.988404e+01	3.027077e-01	2.384186e-10
3.997162e+01	3.027840e-01	-1.192093e-09
4.005961e+01	3.027992e-01	1.192093e-10
